split,drift_start_year,old_window,new_window,fs_variant,n_features_before,n_features_after,selected_preview,w_old,w_new,threshold,val_AUC,test_AUC,val_F1,test_F1,val_G_Mean,test_G_Mean,val_Recall,test_Recall,val_Precision,test_Precision,val_Type1_Error,test_Type1_Error,val_Type2_Error,test_Type2_Error
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.40000000,0.60000000,0.38000000,0.70726495,0.80304598,0.26959459,0.15464453,0.58246199,0.67426314,0.38775510,0.51916376,0.20662869,0.09085366,0.12506122,0.12430179,0.61224490,0.48083624
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.35000000,0.65000000,0.39000000,0.70999631,0.80955247,0.27266436,0.16025641,0.58055341,0.67832295,0.38289602,0.52264808,0.21171413,0.09463722,0.11975510,0.11963318,0.61710398,0.47735192
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.30000000,0.70000000,0.38000000,0.71230559,0.81517851,0.27712855,0.16072325,0.59349889,0.69694393,0.40330418,0.55749129,0.21108850,0.09389671,0.12661224,0.12872030,0.59669582,0.44250871
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.25000000,0.75000000,0.40000000,0.71416251,0.82002489,0.28051766,0.16711590,0.58671900,0.69025356,0.38969874,0.54006969,0.21912568,0.09885204,0.11665306,0.11779908,0.61030126,0.45993031
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.20000000,0.80000000,0.42000000,0.71563690,0.82427812,0.28518519,0.17152659,0.57868090,0.68226198,0.37414966,0.52264808,0.23040096,0.10259918,0.10497959,0.10937891,0.62585034,0.47735192
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.15000000,0.85000000,0.43000000,0.71684584,0.82785655,0.28788454,0.17595308,0.57574897,0.68366555,0.36831876,0.52264808,0.23628429,0.10578279,0.10000000,0.10571071,0.63168124,0.47735192
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.10000000,0.90000000,0.44000000,0.71778918,0.83095628,0.29001157,0.18040621,0.57442723,0.68696301,0.36540330,0.52613240,0.24040921,0.10886806,0.09697959,0.10304293,0.63459670,0.47386760
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.05000000,0.95000000,0.44000000,0.71834743,0.83358426,0.28886355,0.18044237,0.57658647,0.69470738,0.36929057,0.54006969,0.23720350,0.10831586,0.09975510,0.10637766,0.63070943,0.45993031
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.00000000,1.00000000,0.43000000,0.71845874,0.83590462,0.28757696,0.17429675,0.58631552,0.69838163,0.38581147,0.55052265,0.22921478,0.10353866,0.10897959,0.11404752,0.61418853,0.44947735
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,1.00000000,0.00000000,0.31000000,0.63728802,0.67469750,0.20871496,0.08905535,0.53765908,0.55711724,0.35107376,0.37282230,0.14849921,0.05056711,0.17659104,0.16748645,0.64892624,0.62717770
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.95000000,0.05000000,0.30000000,0.64937607,0.70433238,0.21309230,0.08979592,0.54592192,0.56362746,0.36321195,0.38327526,0.15077519,0.05085529,0.17945778,0.17115465,0.63678805,0.61672474
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.90000000,0.10000000,0.31000000,0.65908589,0.72554883,0.21916236,0.09532138,0.54523716,0.56561230,0.35667600,0.37979094,0.15817805,0.05450000,0.16651650,0.15764902,0.64332400,0.62020906
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.85000000,0.15000000,0.30000000,0.66738486,0.74277087,0.22410866,0.10146174,0.55421033,0.58762586,0.36974790,0.41114983,0.16077954,0.05787151,0.16930134,0.16015006,0.63025210,0.58885017
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.80000000,0.20000000,0.35000000,0.67465078,0.75746137,0.22927329,0.11322809,0.52398894,0.56452248,0.31372549,0.36236934,0.18064516,0.06709677,0.12482595,0.12055023,0.68627451,0.63763066
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.75000000,0.25000000,0.33000000,0.68104314,0.77064718,0.23529412,0.12061856,0.54082188,0.59620682,0.33800187,0.40766551,0.18045862,0.07078040,0.13465476,0.12805336,0.66199813,0.59233449
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.70000000,0.30000000,0.32000000,0.68673689,0.78228675,0.24209518,0.12563323,0.55240520,0.61299024,0.35387488,0.43205575,0.18398058,0.07350326,0.13768531,0.13030429,0.64612512,0.56794425
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.65000000,0.35000000,0.32000000,0.69182635,0.79279113,0.25153573,0.13811007,0.56091976,0.63657824,0.36321195,0.46341463,0.19238378,0.08114704,0.13375379,0.12555231,0.63678805,0.53658537
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.60000000,0.40000000,0.32000000,0.69633933,0.80208798,0.25725594,0.14712154,0.56328413,0.65013144,0.36414566,0.48083624,0.19887812,0.08684707,0.12867557,0.12096707,0.63585434,0.51916376
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.55000000,0.45000000,0.30000000,0.70026080,0.81023307,0.26225414,0.14774951,0.58066074,0.67504741,0.39215686,0.52613240,0.19699812,0.08594195,0.14022442,0.13388912,0.60784314,0.47386760
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.50000000,0.50000000,0.28000000,0.70368877,0.81734433,0.26544487,0.14905149,0.59603893,0.70032944,0.41923436,0.57491289,0.19420415,0.08562532,0.15259235,0.14689454,0.58076564,0.42508711
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.45000000,0.55000000,0.34000000,0.70664269,0.82362744,0.26730486,0.17177177,0.55076838,0.66854875,0.33893557,0.49825784,0.22066869,0.10377358,0.10500450,0.10295957,0.66106443,0.50174216
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.40000000,0.60000000,0.33000000,0.70911824,0.82897868,0.27168459,0.17670683,0.56128006,0.69162243,0.35387488,0.53658537,0.22047702,0.10576923,0.10975510,0.10854523,0.64612512,0.46341463
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.35000000,0.65000000,0.37000000,0.71121754,0.83357438,0.27161501,0.19267300,0.53313708,0.67206326,0.31092437,0.49477352,0.24112962,0.11962932,0.08583832,0.08711963,0.68907563,0.50522648
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.30000000,0.70000000,0.38000000,0.71303929,0.83737446,0.27242246,0.19305556,0.52806085,0.66586666,0.30345472,0.48432056,0.24714829,0.12055507,0.08108772,0.08453522,0.69654528,0.51567944
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.25000000,0.75000000,0.39000000,0.71443546,0.84062087,0.27261037,0.20186113,0.52341284,0.67201269,0.29691877,0.49128920,0.25198098,0.12702703,0.07732001,0.08078366,0.70308123,0.50871080
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.20000000,0.80000000,0.39000000,0.71556085,0.84324101,0.27284318,0.20298084,0.52547903,0.67645499,0.29971989,0.49825784,0.25039002,0.12745098,0.07871243,0.08161734,0.70028011,0.50174216
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.15000000,0.85000000,0.37000000,0.71623588,0.84546842,0.27389558,0.20341207,0.53877756,0.70096584,0.31839402,0.54006969,0.24031008,0.12530315,0.08829552,0.09020425,0.68160598,0.45993031
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.10000000,0.90000000,0.37000000,0.71642317,0.84730020,0.27323272,0.20519481,0.54053432,0.70729521,0.32119514,0.55052265,0.23773324,0.12609737,0.09034319,0.09128804,0.67880486,0.44947735
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.05000000,0.95000000,0.31000000,0.71586336,0.84855333,0.27346939,0.19538379,0.57467303,0.74863140,0.37535014,0.63414634,0.21508828,0.11548223,0.12015726,0.11621509,0.62464986,0.36585366
split_8+8,2007,1999-2006,2007-2014,no_fs,19,19,,0.00000000,1.00000000,0.31000000,0.71356668,0.84914882,0.27466938,0.19701810,0.57665224,0.75434890,0.37815126,0.64459930,0.21565495,0.11627907,0.12064870,0.11721551,0.62184874,0.35540070
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",1.00000000,0.00000000,0.32000000,0.62943380,0.63778375,0.20508982,0.07859359,0.55168490,0.56073651,0.38375350,0.39721254,0.13993871,0.04361132,0.20689655,0.20842018,0.61624650,0.60278746
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.95000000,0.05000000,0.31000000,0.64114762,0.66495622,0.21423331,0.08067797,0.56792746,0.57157245,0.40896359,0.41463415,0.14512922,0.04468644,0.21131952,0.21208837,0.59103641,0.58536585
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.90000000,0.10000000,0.33000000,0.65100473,0.68646939,0.21701343,0.08718527,0.55836955,0.57279670,0.38468721,0.40418118,0.15113720,0.04886268,0.18953231,0.18824510,0.61531279,0.59581882
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.85000000,0.15000000,0.31000000,0.65952747,0.70481429,0.22150000,0.08907741,0.57394097,0.59211258,0.41363212,0.43902439,0.15124616,0.04956727,0.20362028,0.20141726,0.58636788,0.56097561
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.80000000,0.20000000,0.38000000,0.66703142,0.72120309,0.22860792,0.09697552,0.53632177,0.54971581,0.33426704,0.35191638,0.17370209,0.05623608,0.13948726,0.14130888,0.66573296,0.64808362
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.75000000,0.25000000,0.41000000,0.67371830,0.73588792,0.23683255,0.10991501,0.52017433,0.54687030,0.30438842,0.33797909,0.19381688,0.06562923,0.11106561,0.11513130,0.69561158,0.66202091
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.70000000,0.30000000,0.36000000,0.67970656,0.74932412,0.24430769,0.10390805,0.56265238,0.57919339,0.37068161,0.39372822,0.18219367,0.05985169,0.14595790,0.14797832,0.62931839,0.60627178
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.65000000,0.35000000,0.38000000,0.68502610,0.76138838,0.25353060,0.11592689,0.55498661,0.58124551,0.35200747,0.38675958,0.19810825,0.06818182,0.12498976,0.12646936,0.64799253,0.61324042
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.60000000,0.40000000,0.37000000,0.68971544,0.77257220,0.26298488,0.12111959,0.57046001,0.60061952,0.37348273,0.41463415,0.20294267,0.07091776,0.12867557,0.12997082,0.62651727,0.58536585
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.55000000,0.45000000,0.35000000,0.69369851,0.78269488,0.26904177,0.12651163,0.59198354,0.63690009,0.40896359,0.47386760,0.20045767,0.07300054,0.14309116,0.14397666,0.59103641,0.52613240
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.50000000,0.50000000,0.41000000,0.69710911,0.79168324,0.27472105,0.15579481,0.54896483,0.62193571,0.33333333,0.42857143,0.23363874,0.09520124,0.09591285,0.09745727,0.66666667,0.57142857
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.45000000,0.55000000,0.41000000,0.69986805,0.79966188,0.28090318,0.16236627,0.55649945,0.63680658,0.34267040,0.44947735,0.23800259,0.09907834,0.09624048,0.09779075,0.65732960,0.55052265
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.40000000,0.60000000,0.38000000,0.70211785,0.80672435,0.28639781,0.15409836,0.58754422,0.65868529,0.39122316,0.49128920,0.22587601,0.09138043,0.11761815,0.11688203,0.60877684,0.50871080
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.35000000,0.65000000,0.44000000,0.70383235,0.81276926,0.28997514,0.17755682,0.54792137,0.63196137,0.32679739,0.43554007,0.26061057,0.11150758,0.08133344,0.08303460,0.67320261,0.56445993
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.30000000,0.70000000,0.41000000,0.70508799,0.81794360,0.29177521,0.17359413,0.57386308,0.66707331,0.36601307,0.49477352,0.24257426,0.10526316,0.10025391,0.10062526,0.63398693,0.50522648
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.25000000,0.75000000,0.44000000,0.70601428,0.82240510,0.29286002,0.18156809,0.55670926,0.64826290,0.33893557,0.45993031,0.25781250,0.11311054,0.08559260,0.08628595,0.66106443,0.54006969
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.20000000,0.80000000,0.44000000,0.70663963,0.82624584,0.29517351,0.18341200,0.56152248,0.65726086,0.34547152,0.47386760,0.25766017,0.11371237,0.08731264,0.08837015,0.65452848,0.52613240
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.15000000,0.85000000,0.47000000,0.70695770,0.82945275,0.29426861,0.19613670,0.54489706,0.65144907,0.32119514,0.45993031,0.27150750,0.12464589,0.07559997,0.07728220,0.67880486,0.54006969
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.10000000,0.90000000,0.48000000,0.70694531,0.83220593,0.29437229,0.19669670,0.54229547,0.64935778,0.31746032,0.45644599,0.27441485,0.12535885,0.07363420,0.07619842,0.68253968,0.54355401
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.05000000,0.95000000,0.50000000,0.70662074,0.83431947,0.29549550,0.19873817,0.53447312,0.63853807,0.30625584,0.43902439,0.28546562,0.12844037,0.06724547,0.07127970,0.69374416,0.56097561
split_8+8,2007,1999-2006,2007-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.00000000,1.00000000,0.52000000,0.70579609,0.83582067,0.29247911,0.19816819,0.52499176,0.62221635,0.29411765,0.41463415,0.29085873,0.13019694,0.06290441,0.06627762,0.70588235,0.58536585
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,1.00000000,0.00000000,0.33000000,0.64234560,0.71321907,0.21654222,0.09630267,0.54231960,0.57232081,0.35299625,0.39024390,0.15617233,0.05492889,0.16681680,0.16065027,0.64700375,0.60975610
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.95000000,0.05000000,0.32000000,0.65126136,0.73547311,0.21969266,0.09965928,0.54813410,0.58446229,0.36142322,0.40766551,0.15780867,0.05676856,0.16870035,0.16206753,0.63857678,0.59233449
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.90000000,0.10000000,0.35000000,0.65867808,0.75180745,0.22413244,0.11045365,0.53210561,0.58072903,0.32958801,0.39024390,0.16980222,0.06433084,0.14093850,0.13580659,0.67041199,0.60975610
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.85000000,0.15000000,0.34000000,0.66514228,0.76526863,0.22624722,0.11585665,0.53506938,0.59599508,0.33333333,0.41114983,0.17123617,0.06742857,0.14110228,0.13605669,0.66666667,0.58885017
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.80000000,0.20000000,0.27000000,0.67088253,0.77689513,0.23374613,0.11236802,0.58511092,0.65057786,0.42415730,0.51916376,0.16132479,0.06300211,0.19285890,0.18474364,0.57584270,0.48083624
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.75000000,0.25000000,0.30000000,0.67609537,0.78723103,0.24313267,0.12505504,0.57244540,0.64714305,0.38951311,0.49477352,0.17672048,0.07157258,0.15870936,0.15356398,0.61048689,0.50522648
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.70000000,0.30000000,0.29000000,0.68074635,0.79636376,0.25222637,0.13165873,0.58702604,0.66861826,0.41104869,0.52961672,0.18193121,0.07517310,0.16165752,0.15589829,0.58895131,0.47038328
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.65000000,0.35000000,0.31000000,0.68498621,0.80456375,0.25494505,0.14505713,0.57173717,0.66460712,0.38014981,0.50871080,0.19178082,0.08458864,0.14011956,0.13172155,0.61985019,0.49128920
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.60000000,0.40000000,0.37000000,0.68882619,0.81177756,0.25906736,0.17029973,0.52582846,0.63023533,0.30430712,0.43554007,0.22553782,0.10584251,0.09139301,0.08803668,0.69569288,0.56445993
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.55000000,0.45000000,0.29000000,0.69222637,0.81804352,0.26306085,0.15633937,0.58570795,0.70211631,0.40074906,0.57142857,0.19579140,0.09055770,0.14396855,0.13730721,0.59925094,0.42857143
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.50000000,0.50000000,0.29000000,0.69529139,0.82337995,0.26604069,0.16526472,0.58521294,0.71124245,0.39794007,0.58188153,0.19981194,0.09630911,0.13938252,0.13063777,0.60205993,0.41811847
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.45000000,0.55000000,0.27000000,0.69796397,0.82789316,0.26798561,0.16705772,0.59676081,0.73079920,0.41853933,0.62020906,0.19708995,0.09652928,0.14912784,0.13889120,0.58146067,0.37979094
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.40000000,0.60000000,0.36000000,0.70035456,0.83181291,0.26771654,0.19522472,0.52642397,0.66635159,0.30243446,0.48432056,0.24014870,0.12225154,0.08369503,0.08320133,0.69756554,0.51567944
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.35000000,0.65000000,0.33000000,0.70243283,0.83518423,0.26829268,0.19961856,0.54506033,0.70395290,0.32958801,0.54703833,0.22622108,0.12208398,0.09859962,0.09412255,0.67041199,0.45296167
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.30000000,0.70000000,0.36000000,0.70427528,0.83807626,0.26897133,0.20918728,0.52401850,0.68814829,0.29868914,0.51567944,0.24463190,0.13120567,0.08066497,0.08170071,0.70131086,0.48432056
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.25000000,0.75000000,0.27000000,0.70586584,0.84054303,0.26981559,0.17698210,0.58232056,0.72640132,0.39044944,0.60278746,0.20612951,0.10371703,0.13152076,0.12463526,0.60955056,0.39721254
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.20000000,0.80000000,0.25000000,0.70731469,0.84255867,0.27373613,0.17221135,0.59729677,0.72966589,0.41573034,0.61324042,0.20404412,0.10017075,0.14183933,0.13180492,0.58426966,0.38675958
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.15000000,0.85000000,0.25000000,0.70856065,0.84429256,0.27397260,0.17279047,0.59539401,0.72648290,0.41198502,0.60627178,0.20522388,0.10075275,0.13954631,0.12947061,0.58801498,0.39372822
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.10000000,0.90000000,0.25000000,0.70967905,0.84560524,0.27355815,0.17430279,0.59224844,0.72881166,0.40636704,0.60975610,0.20617577,0.10168507,0.13684383,0.12888704,0.59363296,0.39024390
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.05000000,0.95000000,0.24000000,0.71046091,0.84665359,0.27230911,0.17370209,0.59681207,0.73536357,0.41573034,0.62369338,0.20246238,0.10090192,0.14323151,0.13297207,0.58426966,0.37630662
split_9+7,2008,1999-2007,2008-2014,no_fs,19,19,,0.00000000,1.00000000,0.23000000,0.71007905,0.84710383,0.27199039,0.17416268,0.60107049,0.74057277,0.42415730,0.63414634,0.20017676,0.10094287,0.14822701,0.13513964,0.57584270,0.36585366
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",1.00000000,0.00000000,0.44000000,0.63614459,0.68113108,0.22061358,0.09665810,0.51234800,0.53368602,0.29962547,0.32752613,0.17457720,0.05669481,0.12390468,0.13038766,0.70037453,0.67247387
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.95000000,0.05000000,0.42000000,0.64519837,0.70170469,0.22525825,0.09866798,0.52453873,0.54844613,0.31647940,0.34843206,0.17485773,0.05747126,0.13061993,0.13672363,0.68352060,0.65156794
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.90000000,0.10000000,0.39000000,0.65277497,0.71799777,0.22906941,0.10377788,0.54261036,0.58115255,0.34456929,0.39721254,0.17156177,0.05968586,0.14552453,0.14972905,0.65543071,0.60278746
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.85000000,0.15000000,0.39000000,0.65956019,0.73232139,0.23533143,0.10790345,0.54645992,0.58354086,0.34737828,0.39721254,0.17793765,0.06243154,0.14036524,0.14272614,0.65262172,0.60278746
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.80000000,0.20000000,0.36000000,0.66566842,0.74480801,0.24061484,0.11177988,0.56704538,0.61714908,0.38108614,0.45296167,0.17580994,0.06375674,0.15625256,0.15914965,0.61891386,0.54703833
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.75000000,0.25000000,0.35000000,0.67124365,0.75624890,0.24636839,0.11579395,0.57758583,0.63069814,0.39700375,0.47386760,0.17860152,0.06595538,0.15969208,0.16056690,0.60299625,0.52613240
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.70000000,0.30000000,0.34000000,0.67625494,0.76670419,0.25460829,0.11670190,0.58937355,0.63487687,0.41385768,0.48083624,0.18386023,0.06641001,0.16067480,0.16173406,0.58614232,0.51916376
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.65000000,0.35000000,0.37000000,0.68082793,0.77633334,0.25964683,0.13061224,0.56853260,0.62333578,0.37172285,0.44599303,0.19949749,0.07650926,0.13045615,0.12880367,0.62827715,0.55400697
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.60000000,0.40000000,0.39000000,0.68489193,0.78513986,0.26500000,0.14194299,0.55557230,0.61535552,0.34737828,0.42508711,0.21420323,0.08519553,0.11145688,0.10921217,0.65262172,0.57491289
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.55000000,0.45000000,0.39000000,0.68841204,0.79301538,0.27369191,0.15053763,0.55961053,0.62679424,0.35018727,0.43902439,0.22462462,0.09084355,0.10572435,0.10512714,0.64981273,0.56097561
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.50000000,0.50000000,0.40000000,0.69138850,0.79996166,0.27947933,0.16655907,0.55566407,0.63798237,0.34176030,0.44947735,0.23639896,0.10221870,0.09655229,0.09445602,0.65823970,0.55052265
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.45000000,0.55000000,0.40000000,0.69388272,0.80616430,0.28351310,0.16764898,0.55842320,0.63611879,0.34456929,0.44599303,0.24083770,0.10322581,0.09499631,0.09270529,0.65543071,0.55400697
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.40000000,0.60000000,0.42000000,0.69601352,0.81148010,0.28371711,0.17882690,0.54412936,0.63224859,0.32303371,0.43554007,0.25293255,0.11251125,0.08344935,0.08220092,0.67696629,0.56445993
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.35000000,0.65000000,0.40000000,0.69776621,0.81604414,0.28318584,0.17578125,0.55834740,0.65322112,0.34456929,0.47038328,0.24036577,0.10808647,0.09524199,0.09287203,0.65543071,0.52961672
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.30000000,0.70000000,0.40000000,0.69916657,0.82010042,0.28385616,0.18099548,0.56031411,0.66502439,0.34737828,0.48780488,0.23997413,0.11111111,0.09622472,0.09337224,0.65262172,0.51219512
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.25000000,0.75000000,0.42000000,0.70028673,0.82349614,0.28343313,0.18627451,0.55040327,0.65151483,0.33239700,0.46341463,0.24704245,0.11656442,0.08860863,0.08403501,0.66760300,0.53658537
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.20000000,0.80000000,0.44000000,0.70116766,0.82650175,0.28073090,0.19773585,0.53898980,0.64956285,0.31647940,0.45644599,0.25223881,0.12620424,0.08205716,0.07561484,0.68352060,0.54355401
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.15000000,0.85000000,0.46000000,0.70171561,0.82914513,0.27888792,0.20463629,0.52734163,0.64413448,0.30056180,0.44599303,0.26012966,0.13278008,0.07476865,0.06969571,0.69943820,0.55400697
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.10000000,0.90000000,0.47000000,0.70192499,0.83149309,0.27765535,0.20428336,0.52301379,0.63492674,0.29494382,0.43205575,0.26228143,0.13376483,0.07255753,0.06694456,0.70505618,0.56794425
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.05000000,0.95000000,0.44000000,0.70178152,0.83354621,0.27719581,0.19322278,0.54210082,0.65520830,0.32209738,0.46689895,0.24328147,0.12181818,0.08762591,0.08053356,0.67790262,0.53310105
split_9+7,2008,1999-2007,2008-2014,fs,19,9,"X1,X4,X6,X7,X9,X11,X12,X13",0.00000000,1.00000000,0.47000000,0.70113465,0.83508372,0.27696290,0.19648562,0.52696810,0.63125864,0.30056180,0.42857143,0.25680000,0.12746114,0.07607895,0.07019591,0.69943820,0.57142857
split_10+6,2009,1999-2008,2009-2014,no_fs,19,19,,1.00000000,0.00000000,0.32000000,0.65976245,0.73243410,0.22542373,0.10766721,0.56299003,0.61804367,0.38255034,0.45993031,0.15979175,0.06096998,0.17146126,0.16948729,0.61744966,0.54006969
split_10+6,2009,1999-2008,2009-2014,no_fs,19,19,,0.95000000,0.05000000,0.31000000,0.66645458,0.74678387,0.23404255,0.10819540,0.57586909,0.62198895,0.40076702,0.46689895,0.16528272,0.06118721,0.17252370,0.17140475,0.59923298,0.53310105
